=== Starting LoRaWAN simulation with ENU coordinates ===
✓ Channel setup complete
Placed end device 46 at ENU: x=-748.0789, y=-1535.6019, z=21.0000
Placed end device 47 at ENU: x=-751.1724, y=-1536.7139, z=21.0000
Placed end device 48 at ENU: x=-754.2659, y=-1536.7139, z=20.0000
Placed end device 49 at ENU: x=-756.9726, y=-1512.2510, z=20.0000
Placed gateway 0 at -636.6:-1383:67.5
Placed gateway 1 at -194.7:-418.2:67.5
Placed network server at -151.1:-210.1:67.5
Mobility installed - positions assigned!
Computing CORRECT distances to gateway...
Node 0 ENU(0.00,0.00,20.00) → GW0 distance: 1523.2m
Node 1 ENU(-36.58,-38.92,22.00) → GW0 distance: 1472.6m
Node 2 ENU(-72.93,-77.84,24.00) → GW0 distance: 1422.3m
Node 3 ENU(-109.28,-116.75,27.00) → GW0 distance: 1372.2m
Node 4 ENU(-145.63,-155.67,30.00) → GW0 distance: 1322.4m
Node 5 ENU(-181.97,-194.59,33.00) → GW0 distance: 1272.9m
Node 6 ENU(-212.13,-233.51,36.00) → GW0 distance: 1225.8m
Node 7 ENU(-227.60,-272.43,39.00) → GW0 distance: 1183.8m
Node 8 ENU(-223.74,-311.35,42.00) → GW0 distance: 1148.7m
Node 9 ENU(-216.00,-350.26,45.00) → GW0 distance: 1115.3m
Node 10 ENU(-208.27,-389.18,48.00) → GW0 distance: 1082.4m
Node 11 ENU(-200.53,-428.10,51.00) → GW0 distance: 1049.9m
Node 12 ENU(-196.67,-467.02,54.00) → GW0 distance: 1016.2m
Node 13 ENU(-194.35,-505.94,56.00) → GW0 distance: 982.3m
Node 14 ENU(-192.80,-544.86,58.00) → GW0 distance: 948.4m
Node 15 ENU(-200.53,-583.77,60.00) → GW0 distance: 910.5m
Node 16 ENU(-216.00,-622.69,61.00) → GW0 distance: 868.9m
Node 17 ENU(-235.34,-661.61,63.00) → GW0 distance: 825.5m
Node 18 ENU(-254.67,-700.53,64.00) → GW0 distance: 782.1m
Node 19 ENU(-274.00,-739.45,65.00) → GW0 distance: 738.7m
Node 20 ENU(-293.34,-778.36,66.00) → GW0 distance: 695.3m
Node 21 ENU(-316.54,-822.84,66.00) → GW0 distance: 645.1m
Node 22 ENU(-339.74,-867.32,66.00) → GW0 distance: 595.0m
Node 23 ENU(-366.81,-911.80,66.00) → GW0 distance: 543.0m
Node 24 ENU(-393.88,-956.28,65.00) → GW0 distance: 490.9m
Node 25 ENU(-417.08,-1000.75,65.00) → GW0 distance: 440.8m
Node 26 ENU(-440.28,-1045.23,64.00) → GW0 distance: 390.7m
Node 27 ENU(-463.48,-1089.71,63.00) → GW0 distance: 340.6m
Node 28 ENU(-486.68,-1134.19,62.00) → GW0 distance: 290.5m
Node 29 ENU(-509.88,-1178.67,60.00) → GW0 distance: 240.5m
Node 30 ENU(-533.08,-1223.14,58.00) → GW0 distance: 190.7m
Node 31 ENU(-556.28,-1267.62,56.00) → GW0 distance: 141.0m
Node 32 ENU(-579.48,-1312.10,54.00) → GW0 distance: 92.0m
Node 33 ENU(-602.69,-1356.58,51.00) → GW0 distance: 46.0m
Node 34 ENU(-625.89,-1401.06,48.00) → GW0 distance: 28.7m
Node 35 ENU(-641.35,-1434.41,45.00) → GW0 distance: 56.3m
Node 36 ENU(-656.82,-1456.65,42.00) → GW0 distance: 80.5m
Node 37 ENU(-672.29,-1473.33,39.00) → GW0 distance: 101.2m
Node 38 ENU(-687.76,-1490.01,36.00) → GW0 distance: 122.7m
Node 39 ENU(-699.36,-1501.13,33.00) → GW0 distance: 138.2m
Node 40 ENU(-710.96,-1512.25,30.00) → GW0 distance: 153.8m
Node 41 ENU(-718.69,-1521.15,28.00) → GW0 distance: 165.5m
Node 42 ENU(-726.42,-1527.82,26.00) → GW0 distance: 175.4m
Node 43 ENU(-732.61,-1531.15,24.00) → GW0 distance: 181.8m
Node 44 ENU(-738.03,-1533.38,23.00) → GW0 distance: 186.8m
Node 45 ENU(-743.44,-1534.49,22.00) → GW0 distance: 190.9m
Node 46 ENU(-748.08,-1535.60,21.00) → GW0 distance: 194.6m
Node 47 ENU(-751.17,-1536.71,21.00) → GW0 distance: 197.3m
Node 48 ENU(-754.27,-1536.71,20.00) → GW0 distance: 199.3m
Node 49 ENU(-756.97,-1512.25,20.00) → GW0 distance: 182.9m
Node 0 ENU(0.00,0.00,20.00) → GW1 distance: 463.7m
Node 1 ENU(-36.58,-38.92,22.00) → GW1 distance: 413.4m
Node 2 ENU(-72.93,-77.84,24.00) → GW1 distance: 364.0m
Node 3 ENU(-109.28,-116.75,27.00) → GW1 distance: 315.9m
Node 4 ENU(-145.63,-155.67,30.00) → GW1 distance: 269.6m
Node 5 ENU(-181.97,-194.59,33.00) → GW1 distance: 226.6m
Node 6 ENU(-212.13,-233.51,36.00) → GW1 distance: 188.1m
Node 7 ENU(-227.60,-272.43,39.00) → GW1 distance: 152.1m
Node 8 ENU(-223.74,-311.35,42.00) → GW1 distance: 113.6m
Node 9 ENU(-216.00,-350.26,45.00) → GW1 distance: 74.6m
Node 10 ENU(-208.27,-389.18,48.00) → GW1 distance: 37.5m
Node 11 ENU(-200.53,-428.10,51.00) → GW1 distance: 20.1m
Node 12 ENU(-196.67,-467.02,54.00) → GW1 distance: 50.7m
Node 13 ENU(-194.35,-505.94,56.00) → GW1 distance: 88.5m
Node 14 ENU(-192.80,-544.86,58.00) → GW1 distance: 127.1m
Node 15 ENU(-200.53,-583.77,60.00) → GW1 distance: 165.9m
Node 16 ENU(-216.00,-622.69,61.00) → GW1 distance: 205.7m
Node 17 ENU(-235.34,-661.61,63.00) → GW1 distance: 246.9m
Node 18 ENU(-254.67,-700.53,64.00) → GW1 distance: 288.7m
Node 19 ENU(-274.00,-739.45,65.00) → GW1 distance: 330.9m
Node 20 ENU(-293.34,-778.36,66.00) → GW1 distance: 373.5m
Node 21 ENU(-316.54,-822.84,66.00) → GW1 distance: 422.6m
Node 22 ENU(-339.74,-867.32,66.00) → GW1 distance: 472.0m
Node 23 ENU(-366.81,-911.80,66.00) → GW1 distance: 522.8m
Node 24 ENU(-393.88,-956.28,65.00) → GW1 distance: 573.8m
Node 25 ENU(-417.08,-1000.75,65.00) → GW1 distance: 623.6m
Node 26 ENU(-440.28,-1045.23,64.00) → GW1 distance: 673.5m
Node 27 ENU(-463.48,-1089.71,63.00) → GW1 distance: 723.4m
Node 28 ENU(-486.68,-1134.19,62.00) → GW1 distance: 773.3m
Node 29 ENU(-509.88,-1178.67,60.00) → GW1 distance: 823.3m
Node 30 ENU(-533.08,-1223.14,58.00) → GW1 distance: 873.3m
Node 31 ENU(-556.28,-1267.62,56.00) → GW1 distance: 923.3m
Node 32 ENU(-579.48,-1312.10,54.00) → GW1 distance: 973.3m
Node 33 ENU(-602.69,-1356.58,51.00) → GW1 distance: 1023.4m
Node 34 ENU(-625.89,-1401.06,48.00) → GW1 distance: 1073.5m
Node 35 ENU(-641.35,-1434.41,45.00) → GW1 distance: 1110.3m
Node 36 ENU(-656.82,-1456.65,42.00) → GW1 distance: 1137.0m
Node 37 ENU(-672.29,-1473.33,39.00) → GW1 distance: 1158.6m
Node 38 ENU(-687.76,-1490.01,36.00) → GW1 distance: 1180.3m
Node 39 ENU(-699.36,-1501.13,33.00) → GW1 distance: 1195.3m
Node 40 ENU(-710.96,-1512.25,30.00) → GW1 distance: 1210.4m
Node 41 ENU(-718.69,-1521.15,28.00) → GW1 distance: 1221.8m
Node 42 ENU(-726.42,-1527.82,26.00) → GW1 distance: 1231.2m
Node 43 ENU(-732.61,-1531.15,24.00) → GW1 distance: 1236.9m
Node 44 ENU(-738.03,-1533.38,23.00) → GW1 distance: 1241.3m
Node 45 ENU(-743.44,-1534.49,22.00) → GW1 distance: 1244.8m
Node 46 ENU(-748.08,-1535.60,21.00) → GW1 distance: 1247.8m
Node 47 ENU(-751.17,-1536.71,21.00) → GW1 distance: 1250.2m
Node 48 ENU(-754.27,-1536.71,20.00) → GW1 distance: 1251.6m
Node 49 ENU(-756.97,-1512.25,20.00) → GW1 distance: 1231.0m
Distances to gateway computed CORRECTLY.
Furthest end device (max min-distance) is index 23 at 5e+02m
Devices setup complete.
Server setup complete.
Applications created.
Setting up energy model...
Energy model installed.
Energy traces connected.
Setting spreading factors automatically using ns-3 ADR...
Node 0 AUTO-ASSIGNED SF7 (DR5) ENU(0.00,0.00,20.00) Dist:1523.2m
Node 1 AUTO-ASSIGNED SF8 (DR4) ENU(-36.58,-38.92,22.00) Dist:1472.6m
Node 2 AUTO-ASSIGNED SF8 (DR4) ENU(-72.93,-77.84,24.00) Dist:1422.3m
Node 3 AUTO-ASSIGNED SF7 (DR5) ENU(-109.28,-116.75,27.00) Dist:1372.2m
Node 4 AUTO-ASSIGNED SF7 (DR5) ENU(-145.63,-155.67,30.00) Dist:1322.4m
Node 5 AUTO-ASSIGNED SF7 (DR5) ENU(-181.97,-194.59,33.00) Dist:1272.9m
Node 6 AUTO-ASSIGNED SF7 (DR5) ENU(-212.13,-233.51,36.00) Dist:1225.8m
Node 7 AUTO-ASSIGNED SF7 (DR5) ENU(-227.60,-272.43,39.00) Dist:1183.8m
Node 8 AUTO-ASSIGNED SF7 (DR5) ENU(-223.74,-311.35,42.00) Dist:1148.7m
Node 9 AUTO-ASSIGNED SF7 (DR5) ENU(-216.00,-350.26,45.00) Dist:1115.3m
Node 10 AUTO-ASSIGNED SF7 (DR5) ENU(-208.27,-389.18,48.00) Dist:1082.4m
Node 11 AUTO-ASSIGNED SF7 (DR5) ENU(-200.53,-428.10,51.00) Dist:1049.9m
Node 12 AUTO-ASSIGNED SF7 (DR5) ENU(-196.67,-467.02,54.00) Dist:1016.2m
Node 13 AUTO-ASSIGNED SF7 (DR5) ENU(-194.35,-505.94,56.00) Dist:982.3m
Node 14 AUTO-ASSIGNED SF7 (DR5) ENU(-192.80,-544.86,58.00) Dist:948.4m
Node 15 AUTO-ASSIGNED SF7 (DR5) ENU(-200.53,-583.77,60.00) Dist:910.5m
Node 16 AUTO-ASSIGNED SF7 (DR5) ENU(-216.00,-622.69,61.00) Dist:868.9m
Node 17 AUTO-ASSIGNED SF7 (DR5) ENU(-235.34,-661.61,63.00) Dist:825.5m
Node 18 AUTO-ASSIGNED SF7 (DR5) ENU(-254.67,-700.53,64.00) Dist:782.1m
Node 19 AUTO-ASSIGNED SF7 (DR5) ENU(-274.00,-739.45,65.00) Dist:738.7m
Node 20 AUTO-ASSIGNED SF7 (DR5) ENU(-293.34,-778.36,66.00) Dist:695.3m
Node 21 AUTO-ASSIGNED SF7 (DR5) ENU(-316.54,-822.84,66.00) Dist:645.1m
Node 22 AUTO-ASSIGNED SF7 (DR5) ENU(-339.74,-867.32,66.00) Dist:595.0m
Node 23 AUTO-ASSIGNED SF8 (DR4) ENU(-366.81,-911.80,66.00) Dist:543.0m
Node 24 AUTO-ASSIGNED SF7 (DR5) ENU(-393.88,-956.28,65.00) Dist:490.9m
Node 25 AUTO-ASSIGNED SF9 (DR3) ENU(-417.08,-1000.75,65.00) Dist:440.8m
Node 26 AUTO-ASSIGNED SF7 (DR5) ENU(-440.28,-1045.23,64.00) Dist:390.7m
Node 27 AUTO-ASSIGNED SF7 (DR5) ENU(-463.48,-1089.71,63.00) Dist:340.6m
Node 28 AUTO-ASSIGNED SF7 (DR5) ENU(-486.68,-1134.19,62.00) Dist:290.5m
Node 29 AUTO-ASSIGNED SF7 (DR5) ENU(-509.88,-1178.67,60.00) Dist:240.5m
Node 30 AUTO-ASSIGNED SF7 (DR5) ENU(-533.08,-1223.14,58.00) Dist:190.7m
Node 31 AUTO-ASSIGNED SF7 (DR5) ENU(-556.28,-1267.62,56.00) Dist:141.0m
Node 32 AUTO-ASSIGNED SF7 (DR5) ENU(-579.48,-1312.10,54.00) Dist:92.0m
Node 33 AUTO-ASSIGNED SF7 (DR5) ENU(-602.69,-1356.58,51.00) Dist:46.0m
Node 34 AUTO-ASSIGNED SF7 (DR5) ENU(-625.89,-1401.06,48.00) Dist:28.7m
Node 35 AUTO-ASSIGNED SF7 (DR5) ENU(-641.35,-1434.41,45.00) Dist:56.3m
Node 36 AUTO-ASSIGNED SF7 (DR5) ENU(-656.82,-1456.65,42.00) Dist:80.5m
Node 37 AUTO-ASSIGNED SF7 (DR5) ENU(-672.29,-1473.33,39.00) Dist:101.2m
Node 38 AUTO-ASSIGNED SF7 (DR5) ENU(-687.76,-1490.01,36.00) Dist:122.7m
Node 39 AUTO-ASSIGNED SF7 (DR5) ENU(-699.36,-1501.13,33.00) Dist:138.2m
Node 40 AUTO-ASSIGNED SF7 (DR5) ENU(-710.96,-1512.25,30.00) Dist:153.8m
Node 41 AUTO-ASSIGNED SF7 (DR5) ENU(-718.69,-1521.15,28.00) Dist:165.5m
Node 42 AUTO-ASSIGNED SF7 (DR5) ENU(-726.42,-1527.82,26.00) Dist:175.4m
Node 43 AUTO-ASSIGNED SF7 (DR5) ENU(-732.61,-1531.15,24.00) Dist:181.8m
Node 44 AUTO-ASSIGNED SF7 (DR5) ENU(-738.03,-1533.38,23.00) Dist:186.8m
Node 45 AUTO-ASSIGNED SF7 (DR5) ENU(-743.44,-1534.49,22.00) Dist:190.9m
Node 46 AUTO-ASSIGNED SF7 (DR5) ENU(-748.08,-1535.60,21.00) Dist:194.6m
Node 47 AUTO-ASSIGNED SF7 (DR5) ENU(-751.17,-1536.71,21.00) Dist:197.3m
Node 48 AUTO-ASSIGNED SF7 (DR5) ENU(-754.27,-1536.71,20.00) Dist:199.3m
Node 49 AUTO-ASSIGNED SF7 (DR5) ENU(-756.97,-1512.25,20.00) Dist:182.9m
SF assignments saved to node_sf_assignments.csv
Automatic SF assignment complete.
===============================================
=== SIMULATION COMPLETE ===
===============================================
Packets sent vs received per DR (SF7 -> SF12):
DR5 (SF7): Sent = 16949, Received = 18585
DR4 (SF8): Sent = 1649, Received = 1935
DR3 (SF9): Sent = 432, Received = 844
DR2 (SF10): Sent = 0, Received = 0
DR1 (SF11): Sent = 0, Received = 0
DR0 (SF12): Sent = 0, Received = 0
===============================================
Successful transmission to Gateway per end device:
Node 0 (SF7): 96 packets received successfully by GW.
Node 1 (SF8): 96 packets received successfully by GW.
Node 2 (SF8): 96 packets received successfully by GW.
Node 3 (SF7): 96 packets received successfully by GW.
Node 4 (SF7): 96 packets received successfully by GW.
Node 5 (SF7): 96 packets received successfully by GW.
Node 6 (SF7): 96 packets received successfully by GW.
Node 7 (SF7): 96 packets received successfully by GW.
Node 8 (SF7): 96 packets received successfully by GW.
Node 9 (SF7): 96 packets received successfully by GW.
Node 10 (SF7): 96 packets received successfully by GW.
Node 11 (SF7): 96 packets received successfully by GW.
Node 12 (SF7): 96 packets received successfully by GW.
Node 13 (SF7): 96 packets received successfully by GW.
Node 14 (SF7): 96 packets received successfully by GW.
Node 15 (SF7): 96 packets received successfully by GW.
Node 16 (SF7): 96 packets received successfully by GW.
Node 17 (SF7): 96 packets received successfully by GW.
Node 18 (SF7): 96 packets received successfully by GW.
Node 19 (SF7): 96 packets received successfully by GW.
Node 20 (SF7): 96 packets received successfully by GW.
Node 21 (SF7): 96 packets received successfully by GW.
Node 22 (SF7): 96 packets received successfully by GW.
Node 23 (SF8): 96 packets received successfully by GW.
Node 24 (SF7): 96 packets received successfully by GW.
Node 25 (SF9): 96 packets received successfully by GW.
Node 26 (SF7): 96 packets received successfully by GW.
Node 27 (SF7): 96 packets received successfully by GW.
Node 28 (SF7): 96 packets received successfully by GW.
Node 29 (SF7): 96 packets received successfully by GW.
Node 30 (SF7): 96 packets received successfully by GW.
Node 31 (SF7): 96 packets received successfully by GW.
Node 32 (SF7): 96 packets received successfully by GW.
Node 33 (SF7): 96 packets received successfully by GW.
Node 34 (SF7): 96 packets received successfully by GW.
Node 35 (SF7): 96 packets received successfully by GW.
Node 36 (SF7): 96 packets received successfully by GW.
Node 37 (SF7): 96 packets received successfully by GW.
Node 38 (SF7): 96 packets received successfully by GW.
Node 39 (SF7): 96 packets received successfully by GW.
Node 40 (SF7): 96 packets received successfully by GW.
Node 41 (SF7): 96 packets received successfully by GW.
Node 42 (SF7): 96 packets received successfully by GW.
Node 43 (SF7): 96 packets received successfully by GW.
Node 44 (SF7): 96 packets received successfully by GW.
Node 45 (SF7): 96 packets received successfully by GW.
Node 46 (SF7): 96 packets received successfully by GW.
Node 47 (SF7): 96 packets received successfully by GW.
Node 48 (SF7): 96 packets received successfully by GW.
Node 49 (SF7): 96 packets received successfully by GW.
================= ACK SUMMARY =================
Gateway 0 sent 9176 ACKs
Gateway 1 sent 5485 ACKs
==============================================
Logging energy consumption...
Total simulation duration: 9e+04 seconds

================= ENERGY SUMMARY =================
NodeID | Initial(J) | Remaining(J) | Consumed(J)
--------------------------------------------------
Node 0 | 10000 | 9994.18 | 5.82286
Node 1 | 10000 | 9969.05 | 30.9487
Node 2 | 10000 | 9974.75 | 25.2534
Node 3 | 10000 | 9981.72 | 18.2766
Node 4 | 10000 | 9986.97 | 13.0349
Node 5 | 10000 | 9981.86 | 18.1383
Node 6 | 10000 | 9989.75 | 10.2523
Node 7 | 10000 | 9983.53 | 16.4677
Node 8 | 10000 | 9986.08 | 13.9244
Node 9 | 10000 | 9981.72 | 18.2766
Node 10 | 10000 | 9993.87 | 6.12926
Node 11 | 10000 | 9986.38 | 13.6186
Node 12 | 10000 | 9987.57 | 12.4292
Node 13 | 10000 | 9993.7 | 6.30138
Node 14 | 10000 | 9992.7 | 7.30074
Node 15 | 10000 | 9995 | 4.9999
Node 16 | 10000 | 9986.93 | 13.0674
Node 17 | 10000 | 9982.36 | 17.6358
Node 18 | 10000 | 9997.23 | 2.76879
Node 19 | 10000 | 9993.92 | 6.07999
Node 20 | 10000 | 9989.17 | 10.8307
Node 21 | 10000 | 9990.78 | 9.21831
Node 22 | 10000 | 9983.09 | 16.9062
Node 23 | 10000 | 9984.45 | 15.5492
Node 24 | 10000 | 9994.37 | 5.62511
Node 25 | 10000 | 9965.39 | 34.6101
Node 26 | 10000 | 9994.81 | 5.18583
Node 27 | 10000 | 9992.21 | 7.78822
Node 28 | 10000 | 9981.06 | 18.9394
Node 29 | 10000 | 9994.86 | 5.13935
Node 30 | 10000 | 9981.72 | 18.2766
Node 31 | 10000 | 9997.23 | 2.76879
Node 32 | 10000 | 9981.78 | 18.2239
Node 33 | 10000 | 9995.86 | 4.13999
Node 34 | 10000 | 9993.92 | 6.07999
Node 35 | 10000 | 9985.59 | 14.4072
Node 36 | 10000 | 9996.4 | 3.60431
Node 37 | 10000 | 9997.23 | 2.76879
Node 38 | 10000 | 9997.21 | 2.79203
Node 39 | 10000 | 9997.23 | 2.76879
Node 40 | 10000 | 9985.64 | 14.3623
Node 41 | 10000 | 9997.07 | 2.93033
Node 42 | 10000 | 9993 | 6.99787
Node 43 | 10000 | 9994.77 | 5.23231
Node 44 | 10000 | 9983.03 | 16.9736
Node 45 | 10000 | 9990.46 | 9.5431
Node 46 | 10000 | 9990.47 | 9.53185
Node 47 | 10000 | 9995.79 | 4.20898
Node 48 | 10000 | 9997.23 | 2.76879
Node 49 | 10000 | 9997.23 | 2.76879
==================================================

